Row Index,Column,Value,Q1,Q3,IQR,Lower Bound,Upper Bound,Type
585,AREA,375.45963653,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
590,AREA,19.4922695,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
592,AREA,166.27886704,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
601,AREA,82.43455153,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
603,AREA,54.70204954,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
607,AREA,19.76454482,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
623,AREA,1082.62380838,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
636,AREA,23.44438486,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
640,AREA,64.2574269,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
650,AREA,24.77684534,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
653,AREA,1034.02242143,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
656,AREA,106.61984892,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
669,AREA,48.42194574,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
679,AREA,79.56915038,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
681,AREA,146.44607284,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
682,AREA,264.41170662,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
683,AREA,23.31161452,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
698,AREA,56.38476691,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
704,AREA,436.71862465,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
715,AREA,37.68674035,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
726,AREA,46.7340317,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
727,AREA,22.7775644,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
728,AREA,242.02159856,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
737,AREA,72.85184075,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
738,AREA,91.70461905,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
757,AREA,30.5748078,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
761,AREA,34.89137292,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
763,AREA,538.79293712,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
767,AREA,1640.94082567,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
773,AREA,30.0504707,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
775,AREA,4513.48391165,0.186306375,7.77600384,7.5896974649999995,-11.1982398225,19.1605500375,High
2,Shape_Leng,648984.1003717034,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
9,Shape_Leng,128325.15231738442,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
12,Shape_Leng,225397.81819547145,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
15,Shape_Leng,261351.66522680296,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
28,Shape_Leng,676117.1606993474,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
30,Shape_Leng,152591.1320117586,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
36,Shape_Leng,288482.4217608374,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
50,Shape_Leng,98362.81905731924,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
53,Shape_Leng,105881.255376034,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
70,Shape_Leng,92479.64659951293,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
88,Shape_Leng,345234.8880272833,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
96,Shape_Leng,151908.867685264,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
109,Shape_Leng,525746.7312553409,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
110,Shape_Leng,343431.2867386705,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
111,Shape_Leng,323910.09567949723,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
113,Shape_Leng,101991.29378180242,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
139,Shape_Leng,144104.9671676349,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
156,Shape_Leng,112830.58746173096,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
158,Shape_Leng,151522.72752726456,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
162,Shape_Leng,376644.2300682536,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
163,Shape_Leng,151866.39271864254,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
185,Shape_Leng,133022.2547101785,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
188,Shape_Leng,363239.2108930636,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
189,Shape_Leng,310088.3282949721,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
195,Shape_Leng,143070.97264174087,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
201,Shape_Leng,101734.73341731858,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
216,Shape_Leng,290888.12056772294,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
223,Shape_Leng,153076.87464435768,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
230,Shape_Leng,475818.912286514,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
244,Shape_Leng,92706.55830629996,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
248,Shape_Leng,149422.0533909634,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
250,Shape_Leng,343531.124709854,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
269,Shape_Leng,118382.16189196554,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
312,Shape_Leng,119768.51287275228,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
322,Shape_Leng,302230.05330825894,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
327,Shape_Leng,288699.2392290762,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
333,Shape_Leng,108891.09516093793,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
344,Shape_Leng,661581.1916976046,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
350,Shape_Leng,135038.312147377,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
382,Shape_Leng,148653.88101776745,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
388,Shape_Leng,164590.18188848865,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
398,Shape_Leng,120246.88028911708,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
411,Shape_Leng,450616.59751543467,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
427,Shape_Leng,351176.79866180045,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
430,Shape_Leng,136190.2526946385,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
439,Shape_Leng,195856.31307831677,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
441,Shape_Leng,295060.83685122733,4620.498111871473,39580.98308865352,34960.48497678205,-47820.2293533016,92021.71055382659,High
