,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,cv,1%,5%,95%,99%,range,iqr,missing_count,missing_percent
PERIMETER,693.0,9.131361422727274,9.74009152438965,0.20921927,2.04114855,4.96366638,13.30399099,44.19571243,1.5401729786330276,1.79446127344052,1.0666636740658728,0.4116039956,0.8353808779999999,30.073573931999988,41.289583663200006,43.98649316,11.26284244,0,0.0
AREA,693.0,4.968503581645022,10.950020809631816,0.00252842,0.16075273,0.66565193,4.53168279,85.3415596,3.885352505960643,17.91778588898126,2.203887071770284,0.010059642399999999,0.026407600000000003,27.537653615999982,55.0983947544002,85.33903117999999,4.370930059999999,0,0.0
Shape_Leng,693.0,19025.496720575265,20648.366001331146,340.0538925291862,4220.150127335175,10312.235053706712,26963.115087744955,101734.73341731858,1.6173105426633354,2.130538852597401,1.0852997062095529,904.878069979259,1642.8887801536735,65898.3806835241,87395.93204218017,101394.67952478939,22742.96496040978,0,0.0
Shape_Area,693.0,21525867.709528565,50607540.73809627,6966.990350806802,664160.3807447492,2727362.823502413,17385730.881002184,493808725.2062916,4.385445609867035,24.499278447234584,2.3510104875212305,41866.56216925124,109793.23383576801,123785250.22490744,247147676.56478262,493801758.21594083,16721570.500257434,0,0.0
