Row Index,Column,Value,Q1,Q3,IQR,Lower Bound,Upper Bound,Type
537,AREA,54.70204954,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
541,AREA,19.76454482,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
561,AREA,16.49827831,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
569,AREA,23.44438486,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
572,AREA,64.2574269,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
582,AREA,24.77684534,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
607,AREA,23.31161452,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
617,AREA,12.28342762,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
637,AREA,37.68674035,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
648,AREA,46.7340317,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
649,AREA,22.7775644,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
653,AREA,13.90140875,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
658,AREA,72.85184075,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
672,AREA,13.83269188,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
677,AREA,30.5748078,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
681,AREA,34.89137292,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
691,AREA,30.0504707,0.16075273,4.53168279,4.370930059999999,-6.395642359999998,11.088077879999998,High
15,Shape_Leng,74994.50477060518,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
25,Shape_Leng,80617.74116316356,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
61,Shape_Leng,92479.64659951293,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
77,Shape_Leng,61098.49731893483,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
96,Shape_Leng,77403.85115859413,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
107,Shape_Leng,78195.79931047489,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
115,Shape_Leng,81288.17460302221,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
124,Shape_Leng,64202.37930016364,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
177,Shape_Leng,101734.73341731858,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
193,Shape_Leng,61965.471844323816,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
204,Shape_Leng,90674.9467472819,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
217,Shape_Leng,92706.55830629996,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
244,Shape_Leng,77925.90133177937,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
248,Shape_Leng,72217.73737744933,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
273,Shape_Leng,87358.39096934452,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
285,Shape_Leng,90636.02689573794,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
303,Shape_Leng,65893.13407543939,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
309,Shape_Leng,70422.01925408807,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
332,Shape_Leng,62734.74882413308,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
349,Shape_Leng,80621.15857593619,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
362,Shape_Leng,76346.84512371228,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
370,Shape_Leng,64140.0759176384,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
386,Shape_Leng,63311.59019950738,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
388,Shape_Leng,74106.46466493332,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
399,Shape_Leng,81942.11540950125,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
413,Shape_Leng,69813.38378975388,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
420,Shape_Leng,78208.75490335881,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
434,Shape_Leng,87359.8494395714,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
437,Shape_Leng,96551.70927904733,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
479,Shape_Leng,66385.45905778,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
486,Shape_Leng,65906.25059565116,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
492,Shape_Leng,72293.61642222978,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
493,Shape_Leng,73710.27165926933,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
521,Shape_Leng,85486.84147072803,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
526,Shape_Leng,75463.60580419387,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
537,Shape_Leng,87810.88197218091,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
572,Shape_Leng,67589.17257116185,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
582,Shape_Leng,82034.55518569604,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
637,Shape_Leng,74847.23880974745,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
648,Shape_Leng,64498.2557855097,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
658,Shape_Leng,77844.65794247552,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
675,Shape_Leng,70903.859590237,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
681,Shape_Leng,65939.06968851994,4220.150127335175,26963.115087744955,22742.96496040978,-29894.297313279494,61077.562528359624,High
15,Shape_Area,199749490.2711741,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
24,Shape_Area,43892950.34887546,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
25,Shape_Area,68147513.85296562,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
27,Shape_Area,46701010.096659385,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
33,Shape_Area,51425864.87501252,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
43,Shape_Area,48222074.167827286,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
47,Shape_Area,65183622.59426463,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
61,Shape_Area,187738505.1580172,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
69,Shape_Area,165395357.56323403,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
72,Shape_Area,50477869.217936605,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
73,Shape_Area,61045877.442789,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
74,Shape_Area,47012138.92561842,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
79,Shape_Area,47240351.471438654,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
96,Shape_Area,178100656.81285986,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
97,Shape_Area,150285320.4578837,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
107,Shape_Area,205894578.7410526,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
115,Shape_Area,368623145.6266883,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
125,Shape_Area,73590119.99659231,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
138,Shape_Area,101057345.27153637,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
160,Shape_Area,56277989.68712408,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
168,Shape_Area,77872711.70502347,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
169,Shape_Area,57812079.72870807,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
171,Shape_Area,55394071.01612224,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
177,Shape_Area,493808725.2062916,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
190,Shape_Area,59476505.20698984,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
204,Shape_Area,120803594.20944248,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
206,Shape_Area,70348230.67103967,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
209,Shape_Area,88042010.17870028,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
211,Shape_Area,63800068.44285638,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
217,Shape_Area,392674587.3414252,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
220,Shape_Area,91222066.36436632,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
233,Shape_Area,171922265.78185856,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
235,Shape_Area,55537276.33139424,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
248,Shape_Area,245806092.51079,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
258,Shape_Area,76066857.60338223,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
262,Shape_Area,66423261.59838377,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
266,Shape_Area,42835738.94109032,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
273,Shape_Area,129913014.07515489,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
285,Shape_Area,54338863.426249616,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
292,Shape_Area,44127671.81610627,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
303,Shape_Area,190701058.67386296,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
309,Shape_Area,180512631.5030616,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
315,Shape_Area,101921288.20895952,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
332,Shape_Area,155136449.8427679,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
349,Shape_Area,225831464.33542663,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
362,Shape_Area,70497762.26312901,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
364,Shape_Area,152088474.5758541,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
366,Shape_Area,59501630.47845595,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
370,Shape_Area,46205489.31856291,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
385,Shape_Area,45725115.17746194,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
386,Shape_Area,155936860.77488205,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
399,Shape_Area,149331098.65998623,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
416,Shape_Area,66470881.95570359,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
419,Shape_Area,45592556.834145,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
420,Shape_Area,123719286.63675831,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
433,Shape_Area,130335343.45961437,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
434,Shape_Area,262575893.18568936,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
437,Shape_Area,103818543.01818058,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
445,Shape_Area,142943258.0501414,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
468,Shape_Area,47651446.65050947,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
470,Shape_Area,123884195.60713115,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
479,Shape_Area,150583941.16232938,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
486,Shape_Area,196083596.6880615,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
491,Shape_Area,76894064.07152382,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
493,Shape_Area,228766130.67582232,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
499,Shape_Area,70185290.05031376,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
503,Shape_Area,125216565.39359131,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
517,Shape_Area,114664246.89596656,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
521,Shape_Area,311440563.75751376,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
526,Shape_Area,100931483.62347376,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
537,Shape_Area,236892178.6773023,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
541,Shape_Area,56921190.73375547,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
561,Shape_Area,59798638.47004882,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
569,Shape_Area,85719457.59705064,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
572,Shape_Area,282987615.420265,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
582,Shape_Area,114012756.167097,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
607,Shape_Area,86924623.667347,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
617,Shape_Area,50145217.31294816,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
637,Shape_Area,168625923.34811637,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
648,Shape_Area,207769875.87234324,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
649,Shape_Area,94391851.77254535,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
653,Shape_Area,51748499.21184027,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
658,Shape_Area,286843726.56848806,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
677,Shape_Area,136276389.26022142,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
681,Shape_Area,137921723.4817407,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
691,Shape_Area,110830596.52775274,664160.3807447492,17385730.881002184,16721570.500257434,-24418195.369641405,42468086.63138834,High
